"","accession","Domain","Phylum","Class","Order","Family","Genus","Species"
"311","HQ717195.1.1319","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. C1I23"
"312","JQ456329.1.1360","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"313","MSGO01000017.20438.22109","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces oris"
"314","GU227169.1.1472","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured Actinomyces sp."
"315","JF202953.1.1372","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"316","KF103255.1.1373","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"317","AJ879697.1.1445","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__Trueperella bonasi"
"318","CVNZ01002660.38.1563","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Chlamydia trachomatis"
"319","JQ477882.1.1414","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"320","LC037217.1.1502","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces viscosus"
"321","JQ465888.1.1397","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"322","GQ057588.1.1367","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"323","JQ473815.1.1333","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"324","JQ463595.1.1437","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"325","JF118812.1.1355","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"326","JF116791.1.1362","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"327","JQ465072.1.1427","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"328","FJ670896.1.1396","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__uncultured bacterium"
"329","JQ464443.1.1465","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"330","MQVS01000024.165.1719","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces hordeovulneris"
"331","JQ452487.1.1287","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"332","GQ099503.1.1365","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"333","JQ475301.1.1298","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"334","JQ473869.1.1419","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"335","AB089082.1.1301","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured Actinobacteridae bacterium"
"336","GFIX01010198.2.1520","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Gadus morhua (Atlantic cod)"
"337","JF067020.1.1374","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"338","GU227175.1.1462","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured Actinomyces sp."
"339","JF136404.1.1389","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"340","JQ456233.1.1424","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"341","JF102173.1.1372","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"342","JF181298.1.1353","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"343","FJ470514.1.1503","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"344","JQ451932.1.1414","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"345","JQ466161.1.1394","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"346","KP690901.1.1491","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured bacterium"
"347","JQ455501.1.1408","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"348","JQ473861.1.1416","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"349","DQ071541.1.1500","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"350","X80504.1.1394","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces odontolyticus"
"351","KX881403.1.1402","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. PMA3407"
"352","KF066692.1.1379","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"353","DQ798020.1.1303","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"354","KP690803.1.1281","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured bacterium"
"355","JQ470781.1.1399","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"356","JQ475477.1.1409","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"357","HQ183917.1.1495","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__uncultured Actinomycetaceae bacterium"
"358","JQ463243.1.1398","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"359","AM697157.1.1508","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"360","JQ457946.1.1390","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"361","JQ452516.1.1396","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"362","JQ461210.1.1422","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"363","JQ452685.1.1403","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"364","JF137109.1.1385","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"365","FJ823149.1.1453","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces naeslundii"
"366","JQ476806.1.1436","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"367","JQ464858.1.1423","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"368","JF153122.1.1391","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"369","GU227166.1.1471","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured Actinomyces sp."
"370","JF194069.1.1371","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"371","JF803601.1.1386","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces odontolyticus"
"372","JF121119.1.1362","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"373","JQ452414.1.1387","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"374","JF240232.1.1360","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"375","MSKS01000054.230.1797","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces oris"
"376","KF084763.1.1362","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"377","HK555359.1.1419","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"378","KF933789.1.1508","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces israelii"
"379","AGWM01000009.146.1682","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinotignum","D_6__Actinotignum schaalii FB123-CNA-2"
"380","FJ470503.1.1504","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"381","DQ196624.1.1501","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomycetaceae bacterium BL-96"
"382","JQ607851.1.1422","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__bacterium NLAE-zl-C112"
"383","JF217310.1.1359","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"384","HK555343.1.1328","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"385","JQ476985.1.1471","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"386","HK555363.1.1520","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__unidentified"
"387","JQ453544.1.1441","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"388","JQ468583.1.1407","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"389","JQ452418.1.1314","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"390","EU535629.1.1388","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__uncultured bacterium"
"391","JF161921.1.1354","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"392","JF182495.1.1370","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"393","KF099374.1.1357","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"394","KF098131.1.1356","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"395","AGWL01000002.101889.103414","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinobaculum","D_6__Actinobaculum massiliense ACS-171-V-Col2"
"396","GQ133556.1.1342","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__uncultured bacterium"
"397","JQ456644.1.1433","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"398","MSLA01000015.65300.66869","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces naeslundii"
"399","HK555335.1.1326","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"400","KC179054.1.1500","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__uncultured","D_6__uncultured bacterium"
"401","GU227168.1.1467","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured Actinomyces sp."
"402","FPJH01000001.83.1598","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__Arcanobacterium urinimassiliense"
"403","KX553980.1.1530","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp."
"404","CP002045.1073249.1074767","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__Arcanobacterium haemolyticum DSM 20595"
"405","JQ456368.1.1392","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"406","KF067404.1.1368","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"407","JF090188.1.1364","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"408","AJ879696.1.1481","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__Trueperella bialowiezensis"
"409","JX519133.1.1230","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured Actinomyces sp."
"410","JQ455488.1.1428","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"411","JQ456813.1.1423","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"412","JQ477027.1.1419","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"413","HK555337.1.1289","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"414","JF161287.1.1360","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"415","AKIO01000026.275.1812","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces massiliensis 4401292"
"416","AJ300767.1.1486","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__Arcanobacterium hippocoleae"
"417","JF139884.1.1390","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"418","AP017896.2596237.2597795","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. Chiba101"
"419","JQ450796.1.1429","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"420","KF098712.1.1361","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"421","JQ455344.1.1319","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"422","JQ451731.1.1416","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"423","JQ456171.1.1410","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"424","JQ456359.1.1429","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"425","KF101070.1.1361","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"426","HK555353.1.1320","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"427","AF543297.1.1501","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. ChDC OS47"
"428","JQ452612.1.1428","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"429","BDIO01000002.242.1752","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces denticolens"
"430","DQ378170.1.1499","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured soil bacterium"
"431","FJ470516.1.1527","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"432","AF433168.1.1425","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces hongkongensis"
"433","FM873256.1.1514","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"434","JQ452131.1.1355","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"435","GQ421314.1.1446","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces oris"
"436","KC113496.1.1348","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomycetales bacterium vh41(2012)","D_6__Actinomycetales bacterium vh41(2012)"
"437","JQ451922.1.1426","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"438","AB089073.1.1300","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured Actinobacteridae bacterium"
"439","JF142233.1.1385","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"440","FPLM01003001.1.1267","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__uncultured","D_6__metagenome"
"441","JF171931.1.1380","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"442","JF162950.1.1359","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"443","HM278922.1.1358","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"444","HM246725.1.1434","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__Trueperella pyogenes"
"445","FPLP01012541.15.1441","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__uncultured","D_6__metagenome"
"446","KJ874034.1.1307","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__uncultured bacterium"
"447","AWSC01000005.3443.4969","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces graevenitzii F0530"
"448","JF231504.1.1362","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"449","M29552.1.1361","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__Trueperella pyogenes"
