"","accession","Domain","Phylum","Class","Order","Family","Genus","Species"
"450","JQ467099.1.1418","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"451","JF115999.1.1370","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"452","JQ453746.1.1428","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"453","HK555366.1.1531","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"454","JQ452681.1.1262","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"455","JQ475813.1.1419","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"456","MSRH01000026.30547.32099","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces naeslundii"
"457","JQ205275.1.1352","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__uncultured bacterium"
"458","KF084752.1.1387","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"459","JQ455676.1.1424","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"460","JQ456360.1.1329","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"461","HQ811529.1.1477","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured organism"
"462","LN561454.1.1376","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"463","JQ467024.1.1344","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"464","HM308238.1.1358","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"465","JN713246.1.1535","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. canine oral taxon 083"
"466","KF088990.1.1390","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"467","JQ450291.1.1417","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"468","JF117237.1.1374","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"469","JQ451739.1.1406","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"470","AY563469.1.1564","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"471","JF108364.1.1363","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"472","JQ475421.1.1440","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"473","JQ467098.1.1407","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"474","JQ449027.1.1470","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"475","HM468010.1.1460","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"476","JQ454274.1.1439","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"477","JQ455959.1.1440","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"478","JF125203.1.1369","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"479","JWDO01000104.132127.133648","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Kytococcus sedentarius"
"480","GQ132491.1.1383","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__uncultured bacterium"
"481","JN815236.1.1497","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__Flaviflexus huanghaiensis"
"482","JQ476916.1.1419","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"483","JQ453330.1.1337","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"484","HM305709.1.1358","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"485","JF010893.1.1380","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"486","AJ243792.1.1430","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces cf. urogenitalis M560/98/1"
"487","JF159577.1.1380","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"488","JQ464855.1.1419","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"489","JF219657.1.1381","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"490","JF152947.1.1388","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"491","KF030197.1.1493","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. canine oral taxon 404"
"492","JQ465382.1.1413","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"493","JQ461668.1.1428","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"494","KF066615.1.1342","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"495","GU561319.1.1432","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces georgiae"
"496","FJ823139.1.1449","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces viscosus"
"497","FJ671451.1.1391","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__uncultured bacterium"
"498","FJ671584.1.1389","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__uncultured bacterium"
"499","JF162927.1.1356","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"500","JQ452625.1.1344","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"501","JF187513.1.1389","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"502","JQ450466.1.1417","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"503","FJ959947.1.1404","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"504","KF103262.1.1374","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"505","CP014228.2224189.2225735","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces radicidentis"
"506","JF116944.1.1370","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"507","KF064507.1.1375","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"508","HM312917.1.1359","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Flaviflexus","D_6__uncultured bacterium"
"509","CP020468.245167.246718","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. pika_114"
"510","JQ467146.1.1395","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"511","JF176455.1.1383","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"512","JQ466117.1.1461","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"513","HQ850580.1.1385","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. ZSY-1"
"514","CCXH01000308.151.1682","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces polynesiensis"
"515","LF133117.1.1534","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. oral clone GU009"
"516","JQ455635.1.1212","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"517","MQVR01000109.2.1534","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces nasicola"
"518","GQ502466.1.1362","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured actinobacterium"
"519","GU561316.1.1417","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces odontolyticus"
"520","JF131578.1.1367","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured bacterium"
"521","JQ463625.1.1405","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"522","FQLW01000003.286.1804","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__Urmitella timonensis"
"523","JQ467403.1.1404","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"524","FR846134.1.1363","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__Arcanobacterium canis"
"525","MSKO01000009.54060.55628","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces oris"
"526","JQ468613.1.1413","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"527","JF122849.1.1357","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"528","FJ369670.1.1365","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"529","JQ455536.1.1417","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"530","JQ467281.1.1438","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"531","HM008736.1.1360","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__uncultured bacterium","D_6__uncultured bacterium"
"532","JQ476964.1.1408","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"533","JX104051.1.1392","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomycetaceae bacterium S4-S8","D_6__Actinomycetaceae bacterium S4-S8"
"534","KP690839.1.1351","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetales Incertae Sedis","D_5__Candidatus Ancillula","D_6__uncultured bacterium"
"535","JQ452550.1.1429","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"536","JF161030.1.1391","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"537","AY221601.1.1530","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured soil bacterium"
"538","GQ132207.1.1377","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__uncultured bacterium"
"539","JF110098.1.1385","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"540","GQ134438.1.1378","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__uncultured bacterium"
"541","JQ459547.1.1405","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"542","JQ466130.1.1410","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"543","FQTT01000017.4074.5628","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces glycerinitolerans"
"544","HM257256.1.1356","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"545","JQ460277.1.1424","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"546","JN713416.1.1498","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. canine oral taxon 252"
"547","JF133241.1.1359","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Varibaculum","D_6__uncultured bacterium"
"548","JQ464694.1.1441","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"549","LZRK01000010.256.1769","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. VUL7"
"550","JF120394.1.1371","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"551","EU289103.1.1438","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__uncultured Arcanobacterium sp."
"552","FPLM01008032.1.1508","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__uncultured","D_6__metagenome"
"553","AJ404889.30.1395","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces funkei"
"554","MQSU01000003.487957.489496","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. VUL4_1"
"555","AJ234062.1.1351","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Arcanobacterium","D_6__Arcanobacterium sp."
"556","JQ455601.1.1428","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"557","JF228988.1.1358","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"558","GQ421319.1.1458","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces oris"
"559","CU927384.1.1355","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"560","AB990539.1.1480","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"561","FJ617539.1.1502","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces hominis"
"562","JQ455189.1.1416","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"563","JQ456050.1.1420","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"564","FPLP01007780.16.1454","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__metagenome"
"565","GQ388925.1.1497","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"566","AF385504.1.1539","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. oral clone CT047"
"567","FPLM01000747.1.1439","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__metagenome"
"568","JF190728.1.1357","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"569","KF030210.1.1505","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces coleocanis"
"570","JQ452567.1.1389","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"571","AJ276405.1.1416","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces marimammalium"
"572","JQ477496.1.1425","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"573","JF191710.1.1358","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"574","JQ458088.1.1402","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__F0332","D_6__uncultured bacterium"
"575","AY008315.1.1553","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces sp. oral clone EP011"
"576","JF225565.1.1362","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"577","JQ467247.1.1401","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"578","HK555370.10.1536","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__unidentified"
"579","KP872907.1.1434","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Trueperella","D_6__Trueperella pyogenes"
"580","JQ455510.1.1422","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"581","FJ711179.1.1494","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinotignum","D_6__Actinotignum schaalii"
"582","JF224042.1.1361","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"583","JQ453406.1.1336","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"584","FJ975839.1.1345","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured Actinobacteridae bacterium"
"585","JQ456065.1.1425","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"586","JQ456580.1.1396","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
"587","AJ234050.1.1426","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__Actinomyces naeslundii"
"588","JQ463641.1.1385","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Actinomyces","D_6__uncultured bacterium"
