	D10f	D10s	D11f	D11s	D12f	D12s	D13f	D13s	D14f	D14s	D15f	D15s	D1f	D1s	D2f	D2s	D3f	D4f	D4s	D5f	D5s	D6f	D6s	D7f	D7s	D8f	D8s	D9f	D9s	H10f	H11f	H11s	H12f	H12s	H1f	H1s	H2f	H2s	H3f	H3s	H4f	H4s	H5f	H5s	H6f	H6s	H7f	H7s	H8f	H8s	H9f	PD10f	PD10s	PD11f	PD11s	PD12f	PD12s	PD1f	PD1s	PD2f	PD2s	PD3f	PD3s	PD4f	PD4s	PD5s	PD6f	PD6s	PD7f	PD7s	PD8f	PD8s	PD9s	W10f	W10s	W11f	W11s	W12f	W12s	W13f	W13s	W14f	W14s	W15f	W15s	W16f	W16s	W1f	W1s	W2f	W2s	W3f	W3s	W4f	W4s	W5f	W5s	W6f	W6s	W7f	W7s	W8f	W9f	W9s
D8s	0.992	0.6851428571428572	0.9912857142857143	0.6226428571428572	0.9447142857142857	0.7926428571428571	0.9960714285714286	0.6575	0.9989285714285714	0.6052857142857143	0.9926428571428572	0.7251428571428571	0.9708571428571429	0.6881428571428572	0.9957857142857143	0.6562857142857143	0.9993571428571428	0.9015714285714286	0.7107857142857142	0.9983571428571428	0.6114285714285714	0.9746428571428571	0.6761428571428572	0.993	0.6349285714285714	0.9882142857142857	0.0	0.9816428571428572	0.6475714285714286	0.9992142857142857	0.9987857142857143	0.9458571428571428	0.9995	0.8884285714285715	0.9975	0.9566428571428571	0.9990714285714286	0.6597857142857143	0.9970714285714286	0.8293571428571429	0.9990714285714286	0.8156428571428571	0.9967857142857143	0.9634285714285714	0.9979285714285714	0.8632142857142857	0.9957142857142857	0.9769285714285715	0.9985	0.9337142857142857	0.9995	0.9978571428571429	0.6733571428571429	0.9971428571428571	0.8214285714285714	0.9987142857142857	0.6847857142857143	0.9995	0.7017857142857142	0.9966428571428572	0.7453571428571428	0.9986428571428572	0.6745714285714286	0.9993571428571428	0.7578571428571429	0.8428571428571429	0.9955714285714286	0.7342142857142857	0.9992142857142857	0.7966428571428571	0.981	0.7858571428571428	0.7502142857142857	0.9960714285714286	0.7256428571428571	0.9885	0.682	0.9910714285714286	0.6638571428571428	0.9974285714285714	0.7433571428571428	0.9935714285714285	0.7621428571428571	0.9928571428571429	0.7319285714285715	0.9567857142857142	0.6660714285714285	0.984	0.7068571428571429	0.9947857142857143	0.644	0.9968571428571429	0.7284285714285714	0.9974285714285714	0.7977142857142857	0.9984285714285714	0.6478571428571429	0.9961428571428571	0.6585714285714286	0.9975714285714286	0.6179285714285714	0.9967142857142857	0.991	0.7171428571428572
D9f	0.6283571428571428	0.9835	0.6501428571428571	0.9799285714285715	0.7405	0.9926428571428572	0.5286428571428572	0.9767142857142858	0.5886428571428571	0.9726428571428571	0.4572857142857143	0.9731428571428572	0.7096428571428571	0.9768571428571429	0.7222142857142857	0.9678571428571429	0.7551428571428571	0.6155714285714285	0.9791428571428571	0.7833571428571429	0.9741428571428571	0.7062857142857143	0.9781428571428571	0.6965714285714286	0.9677142857142857	0.8114285714285714	0.9816428571428572	0.0	0.9734285714285714	0.9763571428571428	0.9621428571428572	0.9969285714285714	0.9760714285714286	0.9862857142857143	0.9736428571428571	0.9947142857142857	0.9806428571428571	0.9432857142857143	0.9826428571428572	0.981	0.9722142857142857	0.9840714285714286	0.9425	0.9970714285714286	0.9686428571428571	0.9941428571428571	0.9716428571428571	0.9987857142857143	0.9735714285714285	0.9945714285714286	0.9598571428571429	0.8175714285714286	0.9777142857142858	0.7362142857142857	0.9743571428571428	0.8450714285714286	0.9815	0.7343571428571428	0.9803571428571428	0.8932142857142857	0.9767857142857143	0.7206428571428571	0.9790714285714286	0.8250714285714286	0.9787142857142858	0.9830714285714286	0.7075714285714285	0.9746428571428571	0.7262857142857143	0.9732857142857143	0.9613571428571429	0.9710714285714286	0.9652142857142857	0.8484285714285714	0.9693571428571428	0.6925714285714286	0.9702857142857143	0.5192857142857142	0.9619285714285715	0.35628571428571426	0.981	0.5089285714285714	0.9822857142857143	0.8777857142857143	0.9666428571428571	0.6427142857142857	0.975	0.38385714285714284	0.9461428571428572	0.5982857142857143	0.9747142857142858	0.7137857142857142	0.9785714285714285	0.9245	0.9830714285714286	0.44014285714285717	0.9720714285714286	0.7374285714285714	0.9465714285714286	0.7931428571428571	0.975	0.8067857142857143	0.5043571428571428	0.9486428571428571
D9s	0.9885714285714285	0.457	0.9872857142857143	0.5377142857142857	0.9382857142857143	0.6783571428571429	0.9931428571428571	0.5242142857142857	0.996	0.4937857142857143	0.986	0.6647857142857143	0.9658571428571429	0.5827142857142857	0.9898571428571429	0.6241428571428571	0.9958571428571429	0.8797142857142857	0.5778571428571428	0.9950714285714286	0.5086428571428572	0.9721428571428572	0.622	0.9904285714285714	0.4697857142857143	0.9838571428571429	0.6475714285714286	0.9734285714285714	0.0	0.9975714285714286	0.9968571428571429	0.9437857142857143	0.9983571428571428	0.8485714285714285	0.9952142857142857	0.9469285714285715	0.9982142857142857	0.5913571428571428	0.9965714285714286	0.7737857142857143	0.9987142857142857	0.7491428571428571	0.9906428571428572	0.9506428571428571	0.9973571428571428	0.8759285714285714	0.9928571428571429	0.966	0.9970714285714286	0.9046428571428572	0.9974285714285714	0.9915	0.5409285714285714	0.9919285714285714	0.7110714285714286	0.9936428571428572	0.5258571428571429	0.9952142857142857	0.5476428571428571	0.9934285714285714	0.636	0.9932857142857143	0.5199285714285714	0.991	0.6442142857142857	0.6890714285714286	0.9802142857142857	0.5648571428571428	0.9946428571428572	0.6083571428571428	0.9730714285714286	0.6941428571428572	0.6219285714285714	0.9934285714285714	0.6618571428571428	0.9777857142857143	0.5807857142857142	0.9815	0.5568571428571428	0.9935714285714285	0.6739285714285714	0.9851428571428571	0.7687142857142857	0.9895	0.672	0.9407857142857143	0.5615714285714286	0.9454285714285714	0.6127142857142858	0.9897142857142858	0.5680714285714286	0.993	0.6307857142857143	0.9935	0.7333571428571428	0.9923571428571428	0.5014285714285714	0.9932142857142857	0.5867857142857142	0.9927857142857143	0.6104285714285714	0.9912857142857143	0.984	0.5628571428571428
H10f	0.9447142857142857	0.997	0.9627142857142857	0.9966428571428572	0.9630714285714286	0.9975714285714286	0.9563571428571429	0.9951428571428571	0.9743571428571428	0.997	0.9531428571428572	0.9917142857142857	0.9532142857142857	0.9952142857142857	0.9380714285714286	0.9875	0.9657142857142857	0.9622142857142857	0.998	0.9667142857142857	0.9970714285714286	0.9207142857142857	0.999	0.9342857142857143	0.9935714285714285	0.9561428571428572	0.9992142857142857	0.9763571428571428	0.9975714285714286	0.0	0.5242142857142857	0.9957857142857143	0.5237857142857143	0.9855	0.6722142857142858	0.9954285714285714	0.5431428571428571	0.9795	0.6092857142857143	0.9821428571428571	0.516	0.9947142857142857	0.7005714285714286	0.9845	0.6036428571428571	0.9867857142857143	0.5647142857142857	0.9999285714285714	0.6667857142857143	0.9890714285714286	0.5112142857142857	0.9603571428571429	0.9872857142857143	0.9235	0.9893571428571428	0.9257142857142857	0.9930714285714286	0.9478571428571428	0.9919285714285714	0.9667857142857142	0.9943571428571428	0.9345	0.9945	0.9767857142857143	0.9835714285714285	0.9925714285714285	0.9602142857142857	0.9904285714285714	0.9592857142857143	0.9825	0.9864285714285714	0.9642857142857143	0.9835	0.9097142857142857	0.9934285714285714	0.9264285714285714	0.9925714285714285	0.9529285714285715	0.9921428571428571	0.9916428571428572	0.9966428571428572	0.9641428571428572	0.9990714285714286	0.9542142857142857	0.9825714285714285	0.9634285714285714	0.9982142857142857	0.9715714285714285	0.9947857142857143	0.9576428571428571	0.9925	0.9439285714285715	0.9971428571428571	0.9717142857142858	0.9972142857142857	0.9367142857142857	0.9935	0.9605	0.9862142857142857	0.9635	0.9938571428571429	0.932	0.9530714285714286	0.9830714285714286
H11f	0.8485714285714285	0.9952857142857143	0.9288571428571428	0.9962857142857143	0.8765	0.9965	0.8439285714285715	0.9922142857142857	0.8782857142857143	0.9972142857142857	0.8977857142857143	0.9871428571428571	0.8632142857142857	0.9912142857142857	0.8292142857142857	0.9853571428571428	0.8275	0.8802142857142857	0.996	0.9547142857142857	0.9959285714285714	0.8581428571428571	0.9988571428571429	0.8150714285714286	0.9931428571428571	0.936	0.9987857142857143	0.9621428571428572	0.9968571428571429	0.5242142857142857	0.0	0.9926428571428572	0.6832857142857143	0.9777857142857143	0.5775	0.9902142857142857	0.6147142857142858	0.9740714285714286	0.6597142857142857	0.9727857142857143	0.5175714285714286	0.988	0.5161428571428571	0.9695714285714285	0.4660714285714286	0.9775714285714285	0.664	0.9999285714285714	0.5705714285714286	0.9817142857142858	0.5770714285714286	0.9215	0.9818571428571429	0.8845714285714286	0.9329285714285714	0.862	0.9888571428571429	0.8311428571428572	0.9862142857142857	0.8285	0.9910714285714286	0.8585714285714285	0.9937857142857143	0.8981428571428571	0.9662857142857143	0.9912142857142857	0.91	0.9898571428571429	0.8701428571428571	0.9794285714285714	0.902	0.9332857142857143	0.9768571428571429	0.8976428571428572	0.9923571428571428	0.9165714285714286	0.9919285714285714	0.9492857142857143	0.9915714285714285	0.9888571428571429	0.9942857142857143	0.9446428571428571	0.9977142857142857	0.9368571428571428	0.9784285714285714	0.9272857142857143	0.9972142857142857	0.9729285714285715	0.9937857142857143	0.9275714285714286	0.9897142857142858	0.8425714285714285	0.9935	0.9798571428571429	0.9939285714285714	0.8634285714285714	0.9908571428571429	0.921	0.9802857142857143	0.9662857142857143	0.9911428571428571	0.9241428571428572	0.9351428571428572	0.9655
H11s	0.9969285714285714	0.9502857142857143	0.9950714285714286	0.9497857142857142	0.9930714285714286	0.9644285714285714	0.9982142857142857	0.9483571428571429	0.9989285714285714	0.9353571428571429	0.9971428571428571	0.9518571428571428	0.9940714285714286	0.9406428571428571	0.9977857142857143	0.964	1.0	0.9884285714285714	0.9582857142857143	0.9569285714285715	0.9408571428571428	0.9972857142857143	0.9713571428571428	0.9942857142857143	0.9444285714285714	0.9991428571428571	0.9458571428571428	0.9969285714285714	0.9437857142857143	0.9957857142857143	0.9926428571428572	0.0	0.9975714285714286	0.7677142857142857	0.9935714285714285	0.6167142857142857	0.9955	0.8981428571428571	0.9922857142857143	0.892	0.9962142857142857	0.8366428571428571	0.9924285714285714	0.8818571428571429	0.9950714285714286	0.5503571428571429	0.9946428571428572	0.7990714285714285	0.9959285714285714	0.9287142857142857	0.9954285714285714	0.9871428571428571	0.9069285714285714	0.9995714285714286	0.9232142857142858	0.9995714285714286	0.9347857142857143	0.999	0.8985714285714286	0.9980714285714286	0.9417142857142857	0.9942857142857143	0.9382142857142857	0.9988571428571429	0.8336428571428571	0.8972142857142857	0.9969285714285714	0.9390714285714286	0.9989285714285714	0.8640714285714286	0.9922857142857143	0.9135	0.8646428571428572	0.9802857142857143	0.9534285714285714	0.9512142857142857	0.9370714285714286	0.9832142857142857	0.9367857142857143	0.9803571428571428	0.9527857142857142	0.9766428571428571	0.9617142857142857	0.9887142857142858	0.9538571428571428	0.9872857142857143	0.9594285714285714	0.9772857142857143	0.9275714285714286	0.9555714285714285	0.9501428571428572	0.9978571428571429	0.9465714285714286	0.9983571428571428	0.9369285714285714	0.9619285714285715	0.946	0.9993571428571428	0.9422142857142857	0.9957857142857143	0.9422857142857143	0.9998571428571429	0.9932857142857143	0.9408571428571428
H12f	0.9473571428571429	0.9975714285714286	0.9674285714285714	0.9969285714285714	0.9645714285714285	0.9987857142857143	0.9597142857142857	0.9963571428571428	0.9803571428571428	0.999	0.9592142857142857	0.9915	0.9544285714285714	0.9984285714285714	0.9189285714285714	0.9921428571428571	0.9678571428571429	0.9660714285714286	0.999	0.967	0.9980714285714286	0.9469285714285715	0.9994285714285714	0.9247857142857143	0.9947142857142857	0.9562857142857143	0.9995	0.9760714285714286	0.9983571428571428	0.5237857142857143	0.6832857142857143	0.9975714285714286	0.0	0.9928571428571429	0.6627142857142857	0.999	0.637	0.9847142857142858	0.6653571428571429	0.9911428571428571	0.6472142857142857	0.9978571428571429	0.7872142857142858	0.9953571428571428	0.7214285714285714	0.9924285714285714	0.6630714285714285	0.9999285714285714	0.6579285714285714	0.9957142857142857	0.5377857142857143	0.9708571428571429	0.9911428571428571	0.9187142857142857	0.9937142857142857	0.9032857142857142	0.9947857142857143	0.9521428571428572	0.9950714285714286	0.9731428571428572	0.9955714285714286	0.9432142857142857	0.9983571428571428	0.9697142857142858	0.9919285714285714	0.9948571428571429	0.9671428571428572	0.9945	0.9616428571428571	0.989	0.9905714285714285	0.9795714285714285	0.9902857142857143	0.9665	0.9919285714285714	0.9608571428571429	0.9925	0.9803571428571428	0.989	0.9908571428571429	0.9957857142857143	0.9711428571428572	0.9968571428571429	0.9518571428571428	0.9870714285714286	0.9660714285714286	0.9966428571428572	0.9788571428571429	0.9955714285714286	0.9609285714285715	0.9922857142857143	0.919	0.998	0.9719285714285715	0.9977142857142857	0.9759285714285715	0.9925714285714285	0.9523571428571429	0.9874285714285714	0.9612142857142857	0.9923571428571428	0.9271428571428572	0.953	0.9851428571428571
H12s	0.9915714285714285	0.8545714285714285	0.9885	0.8669285714285714	0.968	0.899	0.9953571428571428	0.8429285714285715	0.9915714285714285	0.8454285714285714	0.9847142857142858	0.862	0.9780714285714286	0.8382857142857143	0.9936428571428572	0.8572142857142857	0.9969285714285714	0.9493571428571429	0.8699285714285714	0.9912142857142857	0.8399285714285715	0.9901428571428571	0.8895	0.9897857142857143	0.8488571428571429	0.9891428571428571	0.8884285714285715	0.9862857142857143	0.8485714285714285	0.9855	0.9777857142857143	0.7677142857142857	0.9928571428571429	0.0	0.9630714285714286	0.7177142857142857	0.9850714285714286	0.7414285714285714	0.9765	0.6584285714285715	0.9847857142857143	0.7151428571428572	0.9779285714285715	0.6739285714285714	0.9835	0.6047142857142858	0.9682857142857143	0.9278571428571428	0.9884285714285714	0.7032857142857143	0.9847142857142858	0.9838571428571429	0.7657857142857143	0.9939285714285714	0.7987857142857143	0.997	0.8054285714285714	0.9958571428571429	0.7422142857142857	0.9905714285714285	0.8137857142857143	0.9880714285714286	0.8118571428571428	0.9958571428571429	0.7173571428571428	0.8452142857142857	0.9846428571428572	0.8222857142857143	0.9960714285714286	0.7205	0.9803571428571428	0.8298571428571428	0.6980714285714286	0.9789285714285715	0.8706428571428572	0.9730714285714286	0.8475714285714285	0.9761428571428571	0.8410714285714286	0.9895	0.8692857142857143	0.9816428571428572	0.9123571428571429	0.9832857142857143	0.858	0.9691428571428572	0.8742857142857143	0.9691428571428572	0.8528571428571429	0.9835	0.8585	0.9929285714285714	0.8408571428571429	0.9951428571428571	0.8526428571428571	0.9813571428571428	0.8331428571428572	0.9957857142857143	0.8401428571428572	0.991	0.8508571428571429	0.9926428571428572	0.9804285714285714	0.8526428571428571
H1f	0.8885714285714286	0.9924285714285714	0.9561428571428572	0.9936428571428572	0.8997857142857143	0.9907857142857143	0.9026428571428572	0.992	0.9085	0.9952142857142857	0.9380714285714286	0.9905	0.8965	0.9928571428571429	0.8466428571428571	0.988	0.9132857142857143	0.9132142857142858	0.9920714285714286	0.9706428571428571	0.9955	0.8920714285714286	0.9975714285714286	0.858	0.9922857142857143	0.9557142857142857	0.9975	0.9736428571428571	0.9952142857142857	0.6722142857142858	0.5775	0.9935714285714285	0.6627142857142857	0.9630714285714286	0.0	0.9807857142857143	0.7754285714285715	0.978	0.728	0.9687142857142857	0.5271428571428571	0.9857857142857143	0.6867142857142857	0.9378571428571428	0.6662857142857143	0.9733571428571428	0.6296428571428572	0.9992142857142857	0.7068571428571429	0.9370714285714286	0.6097142857142858	0.9495	0.981	0.9099285714285714	0.9482142857142857	0.8745714285714286	0.9896428571428572	0.8955	0.9872857142857143	0.9017857142857143	0.9922857142857143	0.9094285714285715	0.9905	0.9286428571428571	0.9788571428571429	0.9896428571428572	0.9287857142857143	0.9870714285714286	0.9037142857142857	0.9784285714285714	0.9841428571428571	0.9442142857142857	0.9741428571428571	0.9746428571428571	0.9923571428571428	0.9615	0.99	0.9857857142857143	0.9932142857142857	0.9877142857142858	0.9959285714285714	0.9595714285714285	0.9971428571428571	0.9615	0.9809285714285715	0.9509285714285715	0.9975	0.9743571428571428	0.997	0.9391428571428572	0.9912857142857143	0.8517857142857143	0.9967857142857143	0.9798571428571429	0.9962142857142857	0.9625	0.9893571428571428	0.9435714285714286	0.9843571428571428	0.9681428571428572	0.9915714285714285	0.9377857142857143	0.9462142857142857	0.9735
H1s	0.9956428571428572	0.9375714285714286	0.9930714285714286	0.9363571428571429	0.9943571428571428	0.9607142857142857	0.9978571428571429	0.9280714285714285	0.9992857142857143	0.9357142857142857	0.9969285714285714	0.9369285714285714	0.9928571428571429	0.9415	0.9975714285714286	0.9578571428571429	0.9995	0.9894285714285714	0.9536428571428571	0.9972142857142857	0.9240714285714285	0.9981428571428571	0.9767142857142858	0.9943571428571428	0.9406428571428571	0.9985	0.9566428571428571	0.9947142857142857	0.9469285714285715	0.9954285714285714	0.9902142857142857	0.6167142857142857	0.999	0.7177142857142857	0.9807857142857143	0.0	0.9967857142857143	0.8575714285714285	0.9919285714285714	0.7965	0.9967142857142857	0.7612142857142857	0.9930714285714286	0.7825	0.9964285714285714	0.6362857142857142	0.9953571428571428	0.9065	0.9972857142857143	0.8197142857142857	0.9952142857142857	0.9965714285714286	0.8798571428571429	0.9987857142857143	0.9084285714285715	0.9990714285714286	0.9385714285714286	0.9993571428571428	0.8822857142857143	0.9982857142857143	0.9283571428571429	0.9968571428571429	0.9243571428571429	0.9993571428571428	0.8617142857142858	0.8882142857142857	0.9965	0.9328571428571428	0.9985	0.8528571428571429	0.9876428571428572	0.9358571428571428	0.8425714285714285	0.9940714285714286	0.9577857142857142	0.9916428571428572	0.934	0.9917142857142857	0.9234285714285714	0.9956428571428572	0.9376428571428571	0.9929285714285714	0.9518571428571428	0.9932142857142857	0.9368571428571428	0.9895714285714285	0.9623571428571429	0.9842857142857143	0.9321428571428572	0.9946428571428572	0.9585714285714285	0.9977857142857143	0.9255	0.9972142857142857	0.9296428571428571	0.9897857142857143	0.9462857142857143	0.9984285714285714	0.9342857142857143	0.997	0.9372857142857143	0.9988571428571429	0.9924285714285714	0.9262857142857143
H2f	0.9744285714285714	0.9955	0.9742142857142857	0.9966428571428572	0.9687142857142857	0.9975	0.9702142857142857	0.994	0.9860714285714286	0.9983571428571428	0.9646428571428571	0.9935714285714285	0.9737142857142858	0.9907857142857143	0.9708571428571429	0.9904285714285714	0.9697142857142858	0.9779285714285715	0.9973571428571428	0.9669285714285715	0.9974285714285714	0.9679285714285715	0.9987857142857143	0.9673571428571428	0.9957857142857143	0.9725	0.9990714285714286	0.9806428571428571	0.9982142857142857	0.5431428571428571	0.6147142857142858	0.9955	0.637	0.9850714285714286	0.7754285714285715	0.9967857142857143	0.0	0.9852142857142857	0.502	0.9795714285714285	0.5374285714285715	0.9910714285714286	0.6681428571428571	0.9781428571428571	0.6409285714285714	0.9873571428571428	0.7177857142857142	0.9997142857142857	0.697	0.9903571428571428	0.7253571428571428	0.9480714285714286	0.9897857142857143	0.9593571428571429	0.9840714285714286	0.966	0.9937142857142857	0.9828571428571429	0.9866428571428572	0.9653571428571428	0.9913571428571428	0.9359285714285714	0.9955714285714286	0.9763571428571428	0.9787857142857143	0.9935714285714285	0.9659285714285715	0.9932857142857143	0.9726428571428571	0.9875	0.9878571428571429	0.9713571428571428	0.9879285714285714	0.8993571428571429	0.9945	0.9280714285714285	0.9953571428571428	0.9514285714285714	0.9945	0.9922142857142857	0.9961428571428571	0.9677857142857142	0.9988571428571429	0.9623571428571429	0.9887857142857143	0.9664285714285714	0.9985	0.9833571428571428	0.997	0.9675714285714285	0.9932857142857143	0.9757857142857143	0.9955714285714286	0.9847142857142858	0.9920714285714286	0.9316428571428571	0.9947857142857143	0.9734285714285714	0.9870714285714286	0.9735714285714285	0.9921428571428571	0.9746428571428571	0.9670714285714286	0.9887857142857143
H2s	0.9208571428571428	0.6322857142857143	0.9442142857142857	0.6051428571428571	0.8767142857142857	0.826	0.9319285714285714	0.5799285714285715	0.9497142857142857	0.5631428571428572	0.9526428571428571	0.6291428571428571	0.9131428571428571	0.6168571428571429	0.9315714285714286	0.5363571428571429	0.9587142857142857	0.8174285714285714	0.656	0.9500714285714286	0.5469285714285714	0.9046428571428572	0.6497142857142857	0.9238571428571428	0.5302857142857142	0.9272857142857143	0.6597857142857143	0.9432857142857143	0.5913571428571428	0.9795	0.9740714285714286	0.8981428571428571	0.9847142857142858	0.7414285714285714	0.978	0.8575714285714285	0.9852142857142857	0.0	0.9737857142857143	0.6482142857142857	0.9822857142857143	0.5822857142857143	0.9762142857142857	0.8732142857142857	0.9807142857142858	0.7957857142857143	0.9683571428571428	0.9071428571428571	0.9848571428571429	0.8272142857142857	0.9705714285714285	0.9504285714285714	0.5445	0.9481428571428572	0.6909285714285714	0.9302142857142857	0.5292857142857142	0.9660714285714286	0.5616428571428571	0.9733571428571428	0.5218571428571429	0.9488571428571428	0.5440714285714285	0.9595714285714285	0.6047142857142858	0.7349285714285714	0.9512142857142857	0.5925714285714285	0.9676428571428571	0.6035714285714285	0.9563571428571429	0.648	0.5371428571428571	0.9649285714285715	0.6712142857142858	0.9276428571428571	0.6299285714285714	0.9547857142857142	0.5578571428571428	0.9743571428571428	0.6105	0.9406428571428571	0.7665	0.9612142857142857	0.5927857142857142	0.8879285714285714	0.5747142857142857	0.9284285714285714	0.6445714285714286	0.9345	0.5952142857142857	0.9398571428571428	0.6141428571428571	0.9382857142857143	0.7202857142857143	0.9666428571428571	0.5459285714285714	0.9380714285714286	0.6053571428571428	0.9502857142857143	0.5880714285714286	0.9226428571428571	0.9340714285714286	0.6190714285714286
H3f	0.9236428571428571	0.9943571428571428	0.9472857142857143	0.9942857142857143	0.9243571428571429	0.9953571428571428	0.923	0.9922142857142857	0.9383571428571429	0.9962857142857143	0.9327142857142857	0.9887142857142858	0.921	0.9902857142857143	0.9220714285714285	0.9828571428571429	0.9425714285714286	0.9362142857142857	0.995	0.9705714285714285	0.9955	0.9225	0.997	0.9129285714285714	0.9925	0.9499285714285715	0.9970714285714286	0.9826428571428572	0.9965714285714286	0.6092857142857143	0.6597142857142857	0.9922857142857143	0.6653571428571429	0.9765	0.728	0.9919285714285714	0.502	0.9737857142857143	0.0	0.9707142857142858	0.6062142857142857	0.9893571428571428	0.7129285714285715	0.9690714285714286	0.7160714285714286	0.9805714285714285	0.6500714285714285	0.9994285714285714	0.6302857142857143	0.9796428571428571	0.7239285714285715	0.9353571428571429	0.9838571428571429	0.9270714285714285	0.9508571428571428	0.9478571428571428	0.9877857142857143	0.9347857142857143	0.9852142857142857	0.9166428571428571	0.991	0.9004285714285715	0.9945714285714286	0.9464285714285714	0.9759285714285715	0.9908571428571429	0.9322857142857143	0.9912857142857143	0.9305714285714286	0.9824285714285714	0.9735714285714285	0.9455	0.9802142857142857	0.9197142857142857	0.9917142857142857	0.9306428571428571	0.9922142857142857	0.9509285714285715	0.9923571428571428	0.9907857142857143	0.995	0.9567857142857142	0.9975714285714286	0.9518571428571428	0.9805714285714285	0.9552142857142857	0.9974285714285714	0.9775714285714285	0.9932857142857143	0.9429285714285714	0.9908571428571429	0.9394285714285714	0.9937857142857143	0.9754285714285714	0.9932857142857143	0.9143571428571429	0.9929285714285714	0.9555714285714285	0.9836428571428572	0.9725	0.9910714285714286	0.9578571428571429	0.9447142857142857	0.9698571428571429
H3s	0.9828571428571429	0.789	0.9843571428571428	0.7653571428571428	0.9534285714285714	0.8627142857142858	0.9882142857142857	0.7656428571428572	0.9832857142857143	0.7810714285714285	0.9768571428571429	0.7741428571428571	0.9787142857142858	0.7815714285714286	0.9863571428571428	0.8227857142857142	0.9912857142857143	0.9426428571428571	0.8304285714285714	0.9824285714285714	0.7696428571428572	0.9753571428571428	0.8724285714285714	0.9808571428571429	0.7918571428571428	0.9808571428571429	0.8293571428571429	0.981	0.7737857142857143	0.9821428571428571	0.9727857142857143	0.892	0.9911428571428571	0.6584285714285715	0.9687142857142857	0.7965	0.9795714285714285	0.6482142857142857	0.9707142857142858	0.0	0.9807142857142858	0.6954285714285714	0.9725	0.6824285714285714	0.9789285714285715	0.7709285714285714	0.9719285714285715	0.8607142857142858	0.9881428571428571	0.6987857142857142	0.9801428571428571	0.9682142857142857	0.6990714285714286	0.9883571428571428	0.7726428571428572	0.9908571428571429	0.767	0.9902857142857143	0.6994285714285714	0.9818571428571429	0.7098571428571429	0.98	0.7332142857142857	0.9885	0.7664285714285715	0.8165	0.9762142857142857	0.7726428571428572	0.9901428571428571	0.7463571428571428	0.9634285714285714	0.7827142857142857	0.6825	0.966	0.8225714285714286	0.9605714285714285	0.7657857142857143	0.9646428571428571	0.7639285714285714	0.9861428571428571	0.7424285714285714	0.9727857142857143	0.7947857142857143	0.974	0.7358571428571429	0.9433571428571429	0.8279285714285715	0.9602142857142857	0.7991428571428572	0.9755	0.8011428571428572	0.9845714285714285	0.7644285714285715	0.9893571428571428	0.8297142857142857	0.9785714285714285	0.7844285714285715	0.9888571428571429	0.772	0.9833571428571428	0.7590714285714286	0.986	0.9746428571428571	0.7843571428571429
H4f	0.8598571428571429	0.9970714285714286	0.9374285714285714	0.9962142857142857	0.8705714285714286	0.9965	0.8705714285714286	0.9947142857142857	0.9134285714285715	0.9988571428571429	0.9174285714285715	0.9925	0.8695714285714286	0.9919285714285714	0.8329285714285715	0.9885714285714285	0.8959285714285714	0.9010714285714285	0.9979285714285714	0.9540714285714286	0.9975714285714286	0.859	0.9991428571428571	0.8302857142857143	0.9952142857142857	0.936	0.9990714285714286	0.9722142857142857	0.9987142857142857	0.516	0.5175714285714286	0.9962142857142857	0.6472142857142857	0.9847857142857143	0.5271428571428571	0.9967142857142857	0.5374285714285715	0.9822857142857143	0.6062142857142857	0.9807142857142858	0.0	0.9870714285714286	0.5665714285714286	0.9906428571428572	0.5670714285714286	0.9873571428571428	0.5581428571428572	0.9995	0.7016428571428571	0.9918571428571429	0.6075	0.9287857142857143	0.9902857142857143	0.8883571428571428	0.9507142857142857	0.8897857142857143	0.9935714285714285	0.8898571428571429	0.9862857142857143	0.9062142857142857	0.9877857142857143	0.8889285714285714	0.9957142857142857	0.8985714285714286	0.9920714285714286	0.9939285714285714	0.9177142857142857	0.9942142857142857	0.8727142857142857	0.9907142857142858	0.9788571428571429	0.9521428571428572	0.9889285714285714	0.9072857142857143	0.9942142857142857	0.9078571428571428	0.9952142857142857	0.9451428571428572	0.9962142857142857	0.9917857142857143	0.9970714285714286	0.9742857142857143	0.9988571428571429	0.9291428571428572	0.9833571428571428	0.9385	0.9988571428571429	0.9884285714285714	0.9975714285714286	0.9253571428571429	0.9932142857142857	0.8590714285714286	0.996	0.9884285714285714	0.9867142857142858	0.9242857142857143	0.9949285714285714	0.9266428571428571	0.9837857142857143	0.9724285714285714	0.9923571428571428	0.9362857142857143	0.9372857142857143	0.9757857142857143
