Group 1,Group 2,H,p-value,q-value
T1C (n=8),T32C (n=10),0.07105263157895081,0.7898102708604768,0.7898102708604768
T1C (n=8),T32L (n=10),3.1578947368421026,0.0755605675259418,0.1511211350518836
T1C (n=8),T34L (n=9),7.787037037037031,0.005262242462805247,0.03157345477683148
T32C (n=10),T32L (n=10),0.9657142857142915,0.32575135447871234,0.3909016253744548
T32C (n=10),T34L (n=9),4.506666666666661,0.03376297755340381,0.10128893266021143
T32L (n=10),T34L (n=9),2.4066666666666663,0.12081938653567048,0.18122907980350572
